% %  1. Title of Database: Abalone data
% %
% %  2. Sources:
% %
% %     (a) Original owners of database:
% %  	Marine Resources Division
% %  	Marine Research Laboratories - Taroona
% %  	Department of Primary Industry and Fisheries, Tasmania
% %  	GPO Box 619F, Hobart, Tasmania 7001, Australia
% %  	(contact: Warwick Nash +61 02 277277, wnash@dpi.tas.gov.au)
% %
% %     (b) Donor of database:
% %  	Sam Waugh (Sam.Waugh@cs.utas.edu.au)
% %  	Department of Computer Science, University of Tasmania
% %  	GPO Box 252C, Hobart, Tasmania 7001, Australia
% %
% %     (c) Date received: December 1995
% %
% %
% %  3. Past Usage:
% %
% %     Sam Waugh (1995) "Extending and benchmarking Cascade-Correlation", PhD
% %     thesis, Computer Science Department, University of Tasmania.
% %
% %     -- Test set performance (final 1044 examples, first 3133 used for training):
% %  	24.86% Cascade-Correlation (no hidden nodes)
% %  	26.25% Cascade-Correlation (5 hidden nodes)
% %  	21.5%  C4.5
% %  	 0.0%  Linear Discriminate Analysis
% %  	 3.57% k=5 Nearest Neighbour
% %        (Problem encoded as a classification task)
% %
% %     -- Data set samples are highly overlapped.  Further information is required
% %  	to separate completely using affine combinations.  Other restrictions
% %  	to data set examined.
% %
% %     David Clark, Zoltan Schreter, Anthony Adams "A Quantitative Comparison of
% %     Dystal and Backpropagation", submitted to the Australian Conference on
% %     Neural Networks (ACNN'96). Data set treated as a 3-category classification
% %     problem (grouping ring classes 1-8, 9 and 10, and 11 on).
% %
% %     -- Test set performance (3133 training, 1044 testing as above):
% %  	64%    Backprop
% %  	55%    Dystal
% %     -- Previous work (Waugh, 1995) on same data set:
% %  	61.40% Cascade-Correlation (no hidden nodes)
% %  	65.61% Cascade-Correlation (5 hidden nodes)
% %  	59.2%  C4.5
% %  	32.57% Linear Discriminate Analysis
% %  	62.46% k=5 Nearest Neighbour
% %
% %
% %  4. Relevant Information Paragraph:
% %
% %     Predicting the age of abalone from physical measurements.  The age of
% %     abalone is determined by cutting the shell through the cone, staining it,
% %     and counting the number of rings through a microscope -- a boring and
% %     time-consuming task.  Other measurements, which are easier to obtain, are
% %     used to predict the age.  Further information, such as weather patterns
% %     and location (hence food availability) may be required to solve the problem.
% %
% %     From the original data examples with missing values were removed (the
% %     majority having the predicted value missing), and the ranges of the
% %     continuous values have been scaled for use with an ANN (by dividing by 200).
% %
% %     Data comes from an original (non-machine-learning) study:
% %
% %  	Warwick J Nash, Tracy L Sellers, Simon R Talbot, Andrew J Cawthorn and
% %  	Wes B Ford (1994) "The Population Biology of Abalone (_Haliotis_
% %  	species) in Tasmania. I. Blacklip Abalone (_H. rubra_) from the North
% %  	Coast and Islands of Bass Strait", Sea Fisheries Division, Technical
% %  	Report No. 48 (ISSN 1034-3288)
% %
% %
% %  5. Number of Instances: 4177
% %
% %
% %  6. Number of Attributes: 8
% %
% %
% %  7. Attribute information:
% %
% %     Given is the attribute name, attribute type, the measurement unit and a
% %     brief description.  The number of rings is the value to predict: either
% %     as a continuous value or as a classification problem.
% %
% %  	Name		Data Type	Meas.	Description
% %  	----		---------	-----	-----------
% %  	Sex		nominal			M, F, and I (infant)
% %  	Length		continuous	mm	Longest shell measurement
% %  	Diameter	continuous	mm	perpendicular to length
% %  	Height		continuous	mm	with meat in shell
% %  	Whole weight	continuous	grams	whole abalone
% %  	Shucked weight	continuous	grams	weight of meat
% %  	Viscera weight	continuous	grams	gut weight (after bleeding)
% %  	Shell weight	continuous	grams	after being dried
% %  	Rings		integer			+1.5 gives the age in years
% %
% %     Statistics for numeric domains:
% %
% %  		Length	Diam	Height	Whole	Shucked	Viscera	Shell	Rings
% %  	Min	0.075	0.055	0.000	0.002	0.001	0.001	0.002	    1
% %  	Max	0.815	0.650	1.130	2.826	1.488	0.760	1.005	   29
% %  	Mean	0.524	0.408	0.140	0.829	0.359	0.181	0.239	9.934
% %  	SD	0.120	0.099	0.042	0.490	0.222	0.110	0.139	3.224
% %  	Correl	0.557	0.575	0.557	0.540	0.421	0.504	0.628	  1.0
% %
% %
% %  8. Missing Attribute Values: None
% %
% %
% %  9. Class Distribution:
% %
% %  	Class	Examples
% %  	-----	--------
% %  	1	1
% %  	2	1
% %  	3	15
% %  	4	57
% %  	5	115
% %  	6	259
% %  	7	391
% %  	8	568
% %  	9	689
% %  	10	634
% %  	11	487
% %  	12	267
% %  	13	203
% %  	14	126
% %  	15	103
% %  	16	67
% %  	17	58
% %  	18	42
% %  	19	32
% %  	20	26
% %  	21	14
% %  	22	6
% %  	23	9
% %  	24	2
% %  	25	1
% %  	26	1
% %  	27	2
% %  	29	1
% %  	-----	----
% %  	Total	4177s
@RELATION abalone

@ATTRIBUTE ID NUMERIC
@ATTRIBUTE V1 {F, I, M}
@ATTRIBUTE V2 NUMERIC
@ATTRIBUTE V3 NUMERIC
@ATTRIBUTE V4 NUMERIC
@ATTRIBUTE V5 NUMERIC
@ATTRIBUTE V6 NUMERIC
@ATTRIBUTE V7 NUMERIC
@ATTRIBUTE V8 NUMERIC
@ATTRIBUTE Class {1, 2, 3}

@DATA
736,M,0.52,0.385,0.115,0.669,0.2385,0.172,0.205,3
737,F,0.52,0.405,0.125,0.6435,0.2415,0.1735,0.21,3
740,M,0.53,0.44,0.205,0.835,0.32,0.2175,0.245,3
741,F,0.36,0.265,0.09,0.2065,0.078,0.057,0.06,1
742,F,0.535,0.42,0.15,0.7365,0.2785,0.186,0.215,3
743,F,0.52,0.405,0.14,0.8175,0.2795,0.183,0.26,3
744,M,0.53,0.415,0.13,0.8425,0.275,0.1945,0.265,3
746,F,0.66,0.52,0.2,1.676,0.673,0.4805,0.45,3
748,M,0.535,0.42,0.13,0.8055,0.301,0.181,0.28,3
749,M,0.695,0.515,0.175,1.5165,0.578,0.4105,0.39,3
750,F,0.51,0.39,0.105,0.612,0.187,0.15,0.195,3
751,M,0.485,0.355,0.12,0.547,0.215,0.1615,0.14,2
752,F,0.605,0.46,0.17,1.122,0.347,0.3045,0.315,3
753,F,0.58,0.455,0.165,1.1365,0.369,0.3005,0.275,3
754,M,0.65,0.515,0.175,1.4805,0.5295,0.272,0.525,3
755,M,0.62,0.505,0.185,1.5275,0.69,0.368,0.35,3
756,M,0.615,0.525,0.155,1.1375,0.367,0.236,0.37,3
759,M,0.57,0.43,0.12,1.0615,0.348,0.167,0.31,3
761,F,0.55,0.44,0.155,0.946,0.313,0.1825,0.335,3
764,F,0.61,0.47,0.145,1.153,0.403,0.296,0.32,3
765,M,0.545,0.45,0.15,0.978,0.3365,0.1905,0.3,3
766,F,0.59,0.445,0.13,1.1325,0.3825,0.234,0.32,3
767,M,0.345,0.27,0.095,0.197,0.0665,0.05,0.07,2
769,F,0.53,0.425,0.17,0.949,0.3485,0.2395,0.278,3
772,M,0.385,0.275,0.115,0.2685,0.0975,0.0825,0.085,1
773,M,0.455,0.34,0.135,0.462,0.1675,0.158,0.12,2
775,M,0.53,0.41,0.165,0.732,0.189,0.17,0.31,3
776,M,0.505,0.385,0.145,0.6775,0.236,0.179,0.2,3
778,M,0.465,0.35,0.14,0.5755,0.2015,0.1505,0.19,3
779,F,0.47,0.36,0.145,0.537,0.1725,0.1375,0.195,3
780,M,0.56,0.41,0.165,0.93,0.3505,0.237,0.3,3
781,M,0.505,0.385,0.15,0.6415,0.246,0.152,0.215,3
782,M,0.515,0.435,0.145,0.8815,0.292,0.206,0.255,2
783,I,0.385,0.28,0.125,0.244,0.102,0.038,0.085,1
784,I,0.215,0.155,0.06,0.0525,0.021,0.0165,0.015,1
785,M,0.55,0.415,0.175,1.042,0.3295,0.2325,0.2905,3
786,F,0.515,0.39,0.13,0.5755,0.1975,0.13,0.1845,2
787,M,0.495,0.385,0.135,0.709,0.211,0.1375,0.262,3
788,F,0.505,0.39,0.16,0.644,0.2475,0.2025,0.1635,2
789,F,0.6,0.465,0.165,0.8875,0.309,0.246,0.262,3
790,F,0.57,0.465,0.16,0.8935,0.3145,0.2575,0.263,2
791,F,0.485,0.375,0.135,0.556,0.1925,0.1315,0.1685,2
792,M,0.47,0.37,0.18,0.51,0.1915,0.1285,0.1625,2
794,M,0.58,0.465,0.16,1.0345,0.315,0.26,0.3635,3
795,M,0.515,0.405,0.145,0.695,0.215,0.1635,0.234,3
797,M,0.44,0.335,0.11,0.394,0.157,0.096,0.122,2
798,M,0.52,0.42,0.16,0.745,0.255,0.157,0.2885,3
800,M,0.46,0.34,0.135,0.495,0.1655,0.117,0.185,2
801,M,0.45,0.335,0.125,0.349,0.119,0.1055,0.115,2
802,M,0.425,0.33,0.13,0.4405,0.152,0.0935,0.155,2
803,I,0.37,0.275,0.1,0.22,0.094,0.045,0.065,1
804,M,0.515,0.38,0.135,0.6615,0.2875,0.2095,0.155,2
805,M,0.405,0.305,0.12,0.3185,0.1235,0.0905,0.095,1
807,F,0.48,0.4,0.125,0.759,0.2125,0.179,0.24,3
808,F,0.44,0.34,0.13,0.4195,0.153,0.1155,0.13,2
809,F,0.52,0.41,0.115,0.807,0.2855,0.179,0.235,3
810,M,0.505,0.405,0.14,0.875,0.2665,0.174,0.285,3
811,F,0.49,0.365,0.13,0.6835,0.165,0.1315,0.205,3
812,I,0.235,0.175,0.055,0.067,0.027,0.0125,0.018,1
814,I,0.315,0.24,0.085,0.1715,0.071,0.0345,0.0535,1
815,I,0.325,0.25,0.08,0.1735,0.0765,0.0345,0.049,1
816,I,0.335,0.25,0.08,0.183,0.0735,0.04,0.0575,1
817,I,0.35,0.27,0.09,0.2055,0.075,0.0575,0.062,1
818,I,0.35,0.25,0.07,0.18,0.0655,0.048,0.054,1
819,I,0.36,0.3,0.085,0.27,0.1185,0.064,0.0745,1
821,I,0.37,0.275,0.14,0.2215,0.097,0.0455,0.0615,1
823,I,0.385,0.29,0.095,0.312,0.143,0.0635,0.086,1
824,I,0.385,0.3,0.1,0.2895,0.1215,0.063,0.09,1
825,I,0.395,0.29,0.095,0.319,0.138,0.08,0.082,1
828,I,0.41,0.325,0.1,0.394,0.208,0.0655,0.106,1
829,I,0.415,0.32,0.11,0.3735,0.175,0.0755,0.109,1
830,M,0.415,0.305,0.1,0.325,0.156,0.0505,0.091,1
831,I,0.425,0.325,0.1,0.398,0.1185,0.0645,0.0945,1
833,I,0.445,0.335,0.1,0.4895,0.2745,0.086,0.1105,1
834,I,0.445,0.325,0.1,0.378,0.1795,0.1,0.089,1
835,I,0.45,0.35,0.13,0.547,0.245,0.1405,0.1405,1
836,M,0.47,0.375,0.12,0.5805,0.266,0.0935,0.169,1
837,I,0.475,0.365,0.125,0.5465,0.229,0.1185,0.172,2
838,F,0.48,0.365,0.135,0.6395,0.2945,0.113,0.175,1
839,I,0.485,0.355,0.105,0.498,0.2175,0.096,0.1525,2
840,M,0.49,0.385,0.125,0.609,0.3065,0.096,0.1775,1
841,F,0.495,0.41,0.125,0.7555,0.3355,0.129,0.214,2
842,M,0.5,0.4,0.125,0.5975,0.27,0.1275,0.166,2
843,M,0.505,0.44,0.14,0.8275,0.3415,0.1855,0.239,1
844,M,0.525,0.395,0.13,0.7635,0.3375,0.1425,0.225,1
845,M,0.54,0.405,0.125,0.891,0.4815,0.1915,0.202,2
847,F,0.545,0.44,0.135,0.9185,0.429,0.2015,0.2375,2
849,M,0.55,0.45,0.15,1.0145,0.407,0.2015,0.2875,2
850,F,0.55,0.45,0.15,0.875,0.362,0.1755,0.2765,2
851,M,0.555,0.435,0.145,0.9685,0.4985,0.168,0.2385,2
853,M,0.57,0.455,0.15,0.952,0.3895,0.2155,0.2745,2
854,M,0.57,0.435,0.13,0.7535,0.349,0.1755,0.194,2
855,F,0.575,0.465,0.14,0.958,0.442,0.1815,0.2705,2
856,M,0.59,0.475,0.165,1.077,0.4545,0.244,0.3095,2
857,M,0.59,0.46,0.13,1.102,0.455,0.2055,0.33,3
858,F,0.595,0.48,0.15,1.11,0.498,0.228,0.33,2
859,F,0.595,0.48,0.16,1.2095,0.5225,0.296,0.32,1
860,F,0.595,0.475,0.16,1.1405,0.547,0.231,0.271,1
861,F,0.595,0.465,0.14,1.113,0.5175,0.244,0.305,3
862,M,0.6,0.475,0.175,1.3445,0.549,0.2875,0.36,3
863,F,0.6,0.475,0.155,1.21,0.653,0.1695,0.3205,2
864,M,0.6,0.495,0.175,1.29,0.606,0.276,0.3445,3
865,F,0.605,0.475,0.175,1.382,0.609,0.2325,0.3985,2
866,M,0.605,0.455,0.16,1.1035,0.421,0.3015,0.325,2
867,F,0.615,0.5,0.175,1.377,0.5585,0.33,0.292,3
868,F,0.615,0.52,0.15,1.3435,0.629,0.2605,0.345,2
869,M,0.615,0.51,0.15,1.296,0.545,0.3315,0.32,2
870,M,0.615,0.505,0.165,1.34,0.5315,0.2815,0.41,3
871,F,0.62,0.505,0.16,1.3725,0.6285,0.275,0.3685,3
872,M,0.62,0.5,0.165,1.307,0.6355,0.2545,0.315,2
873,F,0.625,0.49,0.155,1.2085,0.465,0.162,0.411,3
874,F,0.625,0.49,0.2,1.3825,0.5895,0.285,0.381,3
876,M,0.635,0.51,0.17,1.3555,0.619,0.305,0.39,2
877,F,0.635,0.5,0.15,1.376,0.6495,0.361,0.31,2
878,F,0.635,0.485,0.165,1.2945,0.668,0.2605,0.2715,2
879,F,0.64,0.51,0.165,1.486,0.7595,0.332,0.321,1
880,M,0.65,0.525,0.175,1.4715,0.675,0.315,0.399,3
881,M,0.655,0.52,0.165,1.4095,0.586,0.291,0.405,2
883,M,0.66,0.53,0.17,1.3905,0.5905,0.212,0.453,3
884,M,0.66,0.52,0.19,1.558,0.755,0.298,0.4,2
885,F,0.67,0.585,0.16,1.309,0.5445,0.2945,0.413,2
886,F,0.675,0.525,0.17,1.8095,0.784,0.391,0.455,3
887,F,0.675,0.525,0.155,1.4785,0.628,0.3405,0.42,2
888,F,0.68,0.56,0.195,1.7775,0.861,0.322,0.415,3
889,F,0.685,0.54,0.16,1.6675,0.833,0.3775,0.475,3
890,F,0.695,0.56,0.22,1.834,0.8455,0.422,0.455,3
891,M,0.73,0.595,0.23,2.8255,1.1465,0.419,0.897,3
892,I,0.205,0.14,0.05,0.046,0.0165,0.012,0.0135,1
893,I,0.24,0.175,0.055,0.0705,0.025,0.014,0.021,1
894,I,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,1
895,I,0.255,0.19,0.05,0.083,0.0295,0.0215,0.027,1
896,I,0.255,0.18,0.055,0.083,0.031,0.0215,0.02,1
897,I,0.265,0.195,0.06,0.092,0.0345,0.025,0.0245,1
898,I,0.28,0.12,0.075,0.117,0.0455,0.029,0.0345,1
900,I,0.3,0.235,0.08,0.131,0.05,0.0265,0.043,1
902,I,0.305,0.22,0.07,0.141,0.062,0.031,0.037,1
903,I,0.315,0.235,0.075,0.1485,0.0585,0.0375,0.0425,1
905,I,0.32,0.24,0.09,0.1575,0.07,0.0265,0.0425,1
906,I,0.325,0.24,0.075,0.187,0.0825,0.0445,0.05,1
907,I,0.33,0.265,0.085,0.196,0.0775,0.0305,0.0445,1
908,I,0.335,0.25,0.075,0.1825,0.0705,0.044,0.055,1
910,I,0.34,0.25,0.075,0.1785,0.0665,0.0455,0.045,1
911,I,0.34,0.25,0.07,0.2225,0.104,0.0425,0.055,1
912,I,0.345,0.265,0.1,0.2455,0.111,0.0535,0.065,1
913,I,0.37,0.29,0.095,0.249,0.1045,0.058,0.067,1
915,I,0.375,0.28,0.09,0.215,0.084,0.06,0.055,1
916,I,0.385,0.265,0.08,0.251,0.124,0.037,0.07,1
917,I,0.41,0.31,0.09,0.339,0.155,0.0695,0.09,1
920,I,0.415,0.33,0.09,0.3595,0.17,0.081,0.09,1
921,I,0.42,0.32,0.115,0.376,0.169,0.092,0.1,1
923,I,0.425,0.34,0.1,0.382,0.164,0.096,0.1,1
925,I,0.43,0.325,0.1,0.3645,0.1575,0.0825,0.105,1
926,I,0.43,0.325,0.09,0.425,0.217,0.087,0.095,1
927,I,0.435,0.325,0.12,0.3995,0.1815,0.061,0.1125,1
928,I,0.435,0.34,0.115,0.3925,0.1825,0.078,0.1145,1
929,I,0.44,0.345,0.13,0.4495,0.209,0.0835,0.134,1
930,I,0.44,0.325,0.09,0.35,0.148,0.067,0.105,1
931,F,0.445,0.335,0.11,0.4355,0.2025,0.1095,0.1195,1
932,I,0.445,0.35,0.13,0.4195,0.1695,0.0945,0.1195,1
933,I,0.45,0.36,0.13,0.478,0.191,0.127,0.137,1
937,I,0.455,0.355,0.125,0.5325,0.225,0.126,0.1465,1
939,I,0.46,0.36,0.1,0.4635,0.2325,0.093,0.115,1
940,I,0.46,0.345,0.105,0.449,0.196,0.0945,0.1265,1
941,I,0.465,0.365,0.115,0.467,0.2315,0.0925,0.113,1
942,I,0.465,0.37,0.115,0.534,0.261,0.098,0.143,1
944,F,0.465,0.35,0.125,0.482,0.23,0.106,0.1095,1
945,M,0.47,0.365,0.12,0.612,0.327,0.15,0.14,1
947,M,0.475,0.37,0.125,0.537,0.222,0.1215,0.15,2
948,F,0.475,0.36,0.12,0.5915,0.3245,0.11,0.127,1
949,M,0.48,0.375,0.115,0.6765,0.3205,0.1065,0.17,1
952,M,0.48,0.365,0.12,0.6015,0.312,0.117,0.14,1
953,F,0.485,0.37,0.115,0.4785,0.1995,0.0955,0.129,1
954,M,0.49,0.385,0.125,0.649,0.32,0.124,0.1695,1
955,M,0.495,0.395,0.135,0.6335,0.3035,0.1295,0.1495,1
956,M,0.495,0.4,0.135,0.61,0.272,0.1435,0.144,1
957,M,0.5,0.39,0.135,0.6595,0.3145,0.1535,0.1565,1
958,I,0.5,0.385,0.12,0.56,0.2835,0.103,0.135,1
959,M,0.5,0.385,0.135,0.6425,0.3195,0.129,0.1535,1
960,M,0.5,0.4,0.125,0.6725,0.336,0.12,0.1825,1
961,F,0.505,0.39,0.13,0.674,0.3165,0.141,0.1785,2
962,I,0.505,0.39,0.15,0.685,0.362,0.131,0.156,1
964,I,0.505,0.355,0.125,0.601,0.25,0.1205,0.185,1
965,M,0.51,0.39,0.135,0.769,0.3935,0.1455,0.19,1
967,I,0.51,0.405,0.135,0.769,0.3655,0.1585,0.18,1
968,M,0.51,0.405,0.15,0.7035,0.347,0.134,0.1885,1
969,M,0.51,0.41,0.145,0.796,0.3865,0.1815,0.1955,1
970,F,0.515,0.43,0.14,0.834,0.367,0.2,0.23,1
971,M,0.515,0.39,0.155,0.7125,0.3695,0.137,0.155,1
972,F,0.525,0.415,0.14,0.724,0.3475,0.173,0.175,1
973,M,0.525,0.4,0.14,0.7325,0.334,0.1575,0.17,3
974,F,0.53,0.425,0.13,0.7585,0.325,0.197,0.205,1
975,F,0.53,0.425,0.15,0.8495,0.328,0.232,0.202,1
976,M,0.53,0.405,0.125,0.6515,0.2715,0.1605,0.186,1
977,F,0.535,0.4,0.135,0.8215,0.3935,0.196,0.205,1
978,M,0.535,0.43,0.14,0.7165,0.2855,0.1595,0.2155,1
979,M,0.535,0.435,0.14,0.874,0.3735,0.229,0.2195,1
980,F,0.55,0.445,0.155,0.9905,0.544,0.178,0.218,2
981,F,0.55,0.43,0.14,0.8105,0.368,0.161,0.275,2
982,F,0.56,0.455,0.16,0.967,0.4525,0.207,0.274,2
983,F,0.565,0.4,0.13,0.6975,0.3075,0.1665,0.18,1
985,M,0.57,0.45,0.155,1.1935,0.513,0.21,0.343,2
986,F,0.57,0.455,0.15,1.107,0.54,0.255,0.27,1
988,M,0.57,0.46,0.17,0.9035,0.4075,0.1935,0.214,1
990,F,0.575,0.46,0.16,1.103,0.538,0.221,0.249,2
991,F,0.58,0.46,0.15,1.1155,0.5575,0.2255,0.29,1
992,F,0.58,0.46,0.18,1.0515,0.4095,0.2595,0.276,1
993,M,0.58,0.455,0.15,1.012,0.4985,0.2115,0.2835,2
994,F,0.58,0.45,0.145,1.137,0.5585,0.22,0.29,1
995,M,0.58,0.49,0.13,1.1335,0.586,0.2565,0.237,2
996,M,0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,3
997,M,0.59,0.47,0.16,1.206,0.479,0.2425,0.309,1
998,F,0.59,0.455,0.145,1.063,0.5155,0.2445,0.25,1
999,F,0.595,0.47,0.155,1.121,0.4515,0.178,0.155,3
1000,F,0.595,0.45,0.15,1.114,0.5865,0.2205,0.25,3
1001,M,0.595,0.475,0.165,1.213,0.621,0.2435,0.274,2
1003,M,0.595,0.455,0.15,1.044,0.518,0.2205,0.27,2
1004,F,0.605,0.49,0.15,1.1345,0.5265,0.2645,0.295,2
1005,M,0.605,0.475,0.155,1.161,0.572,0.2455,0.275,2
1006,M,0.605,0.47,0.165,1.2315,0.6025,0.262,0.2925,3
1007,M,0.61,0.47,0.15,1.1625,0.565,0.258,0.3085,3
1008,M,0.61,0.475,0.155,1.168,0.554,0.239,0.3295,2
1009,F,0.615,0.48,0.16,1.2525,0.585,0.2595,0.33,1
1010,F,0.62,0.51,0.18,1.3315,0.594,0.276,0.388,3
1011,F,0.625,0.48,0.17,1.3525,0.6235,0.278,0.365,2
1012,M,0.625,0.49,0.175,1.3325,0.5705,0.271,0.405,2
1014,F,0.625,0.5,0.165,1.288,0.573,0.3035,0.315,2
1015,F,0.625,0.485,0.2,1.38,0.5845,0.302,0.401,2
1016,M,0.63,0.485,0.155,1.278,0.637,0.275,0.31,1
1017,F,0.63,0.495,0.165,1.3075,0.599,0.284,0.315,3
1018,M,0.63,0.48,0.15,1.1785,0.5185,0.248,0.3235,1
1020,M,0.635,0.525,0.185,1.4065,0.684,0.3,0.3745,2
1021,M,0.64,0.505,0.155,1.4025,0.705,0.2655,0.335,2
1022,F,0.64,0.5,0.17,1.5175,0.693,0.326,0.409,3
1023,F,0.64,0.5,0.175,1.394,0.4935,0.291,0.4,2
1024,F,0.645,0.5,0.155,1.2205,0.6145,0.236,0.3185,2
1025,M,0.645,0.52,0.175,1.636,0.779,0.342,0.432,3
1027,F,0.645,0.505,0.165,1.4325,0.684,0.308,0.336,1
1028,M,0.645,0.5,0.175,1.3385,0.633,0.299,0.349,3
1029,F,0.645,0.5,0.16,1.2465,0.5475,0.327,0.3,2
1031,M,0.65,0.495,0.16,1.304,0.57,0.312,0.3725,2
1032,M,0.65,0.52,0.21,1.6785,0.6665,0.308,0.46,3
1033,M,0.65,0.525,0.185,1.622,0.6645,0.3225,0.477,2
1034,F,0.655,0.46,0.16,1.494,0.6895,0.331,0.1825,2
1035,F,0.655,0.51,0.175,1.6525,0.8515,0.3365,0.403,2
1036,F,0.66,0.505,0.185,1.528,0.69,0.3025,0.441,3
1037,M,0.66,0.535,0.19,1.5905,0.6425,0.297,0.5175,2
1038,M,0.66,0.495,0.195,1.6275,0.594,0.3595,0.485,2
1041,F,0.675,0.57,0.225,1.587,0.739,0.2995,0.435,2
1042,F,0.675,0.565,0.195,1.8375,0.7645,0.3615,0.553,3
1043,M,0.68,0.535,0.185,1.607,0.7245,0.3215,0.498,3
1044,M,0.69,0.525,0.175,1.7005,0.8255,0.362,0.405,1
1045,M,0.69,0.505,0.2,1.872,0.893,0.4015,0.48,2
1047,F,0.705,0.535,0.18,1.685,0.693,0.42,0.4045,3
1048,M,0.71,0.565,0.205,2.198,1.012,0.5225,0.5475,3
1050,F,0.715,0.525,0.185,1.56,0.6655,0.383,0.405,3
1051,F,0.735,0.6,0.22,2.555,1.1335,0.44,0.6,3
1052,M,0.765,0.6,0.22,2.302,1.007,0.509,0.6205,3
1053,I,0.185,0.13,0.045,0.029,0.012,0.0075,0.0095,1
1054,I,0.195,0.15,0.045,0.0375,0.018,0.006,0.011,1
1055,I,0.195,0.135,0.04,0.0325,0.0135,0.005,0.0095,1
1056,I,0.2,0.155,0.04,0.0435,0.0155,0.009,0.007,1
1057,I,0.225,0.165,0.055,0.059,0.027,0.0125,0.015,1
1058,I,0.245,0.18,0.065,0.071,0.03,0.013,0.0215,1
1059,I,0.25,0.18,0.065,0.0685,0.0245,0.0155,0.0225,1
1060,I,0.265,0.195,0.055,0.084,0.0365,0.0175,0.025,1
1061,I,0.275,0.195,0.065,0.106,0.054,0.02,0.028,1
1062,I,0.28,0.21,0.085,0.1075,0.0415,0.024,0.034,1
1064,I,0.3,0.22,0.08,0.1255,0.055,0.0265,0.039,1
1065,I,0.315,0.235,0.055,0.151,0.065,0.027,0.039,1
1066,I,0.32,0.225,0.085,0.1415,0.0675,0.0295,0.0405,1
1067,I,0.34,0.265,0.08,0.2015,0.09,0.0475,0.055,1
1068,I,0.37,0.28,0.1,0.221,0.1165,0.0265,0.0635,1
1069,I,0.375,0.28,0.08,0.2345,0.1125,0.0455,0.067,1
1070,I,0.375,0.275,0.1,0.2325,0.1165,0.042,0.065,1
1071,I,0.385,0.29,0.08,0.2485,0.122,0.0495,0.065,1
1072,I,0.4,0.32,0.095,0.348,0.194,0.053,0.087,1
1073,I,0.405,0.3,0.11,0.32,0.172,0.044,0.093,1
1074,I,0.41,0.3,0.1,0.282,0.1255,0.057,0.0875,1
1075,I,0.41,0.325,0.1,0.3245,0.132,0.072,0.106,1
1076,I,0.42,0.3,0.105,0.316,0.1255,0.07,0.1035,1
1077,I,0.42,0.32,0.11,0.3625,0.174,0.0635,0.105,1
1078,I,0.42,0.31,0.095,0.279,0.1255,0.051,0.088,1
1080,M,0.43,0.335,0.12,0.397,0.1985,0.0865,0.1035,1
1081,I,0.435,0.33,0.11,0.413,0.2055,0.096,0.096,1
1082,I,0.435,0.345,0.115,0.418,0.222,0.0735,0.106,1
1083,I,0.44,0.33,0.11,0.3705,0.1545,0.084,0.12,1
1084,I,0.445,0.345,0.105,0.409,0.1675,0.1015,0.117,1
1087,I,0.45,0.365,0.125,0.462,0.2135,0.0985,0.1315,1
1088,I,0.45,0.34,0.12,0.4925,0.241,0.1075,0.12,1
1089,I,0.45,0.33,0.105,0.3715,0.1865,0.0785,0.0975,1
1090,I,0.45,0.33,0.1,0.411,0.1945,0.1,0.098,1
1091,I,0.45,0.33,0.11,0.3685,0.16,0.0885,0.102,1
1092,I,0.46,0.35,0.115,0.4155,0.18,0.098,0.1175,1
1093,M,0.47,0.36,0.105,0.544,0.27,0.1395,0.129,1
1094,I,0.47,0.38,0.125,0.4845,0.211,0.1075,0.142,1
1095,I,0.475,0.35,0.11,0.4565,0.206,0.099,0.13,1
1096,I,0.475,0.35,0.1,0.4545,0.2165,0.111,0.115,1
1097,I,0.48,0.38,0.125,0.6245,0.3395,0.1085,0.1665,1
1098,M,0.49,0.465,0.125,0.5225,0.235,0.13,0.141,1
1099,I,0.5,0.375,0.14,0.5495,0.248,0.112,0.1585,1
1100,I,0.5,0.375,0.12,0.542,0.215,0.116,0.17,2
1102,M,0.5,0.39,0.125,0.5215,0.2485,0.117,0.131,1
1103,F,0.505,0.39,0.125,0.5445,0.246,0.15,0.1405,1
1104,I,0.51,0.405,0.125,0.6795,0.3465,0.1395,0.182,1
1105,F,0.51,0.4,0.125,0.545,0.261,0.115,0.1385,1
1106,I,0.51,0.4,0.125,0.5575,0.2615,0.1195,0.1525,2
1108,I,0.515,0.385,0.125,0.6115,0.3175,0.1265,0.15,1
1109,M,0.52,0.4,0.145,0.7765,0.3525,0.1845,0.185,2
1110,I,0.52,0.38,0.135,0.5395,0.2295,0.133,0.157,1
1113,I,0.525,0.4,0.13,0.6455,0.325,0.1245,0.17,1
1114,I,0.525,0.4,0.14,0.601,0.2625,0.1285,0.1835,2
1115,M,0.525,0.405,0.12,0.7555,0.3755,0.1555,0.201,2
1116,I,0.525,0.395,0.12,0.608,0.297,0.1395,0.1405,1
1117,I,0.53,0.4,0.125,0.617,0.279,0.127,0.19,1
1119,I,0.54,0.42,0.14,0.6665,0.3125,0.138,0.1895,2
1122,M,0.545,0.415,0.14,0.82,0.4615,0.127,0.218,2
1123,F,0.55,0.415,0.135,0.8145,0.427,0.1855,0.175,1
