% %  1. Title of Database: Abalone data
% %
% %  2. Sources:
% %
% %     (a) Original owners of database:
% %  	Marine Resources Division
% %  	Marine Research Laboratories - Taroona
% %  	Department of Primary Industry and Fisheries, Tasmania
% %  	GPO Box 619F, Hobart, Tasmania 7001, Australia
% %  	(contact: Warwick Nash +61 02 277277, wnash@dpi.tas.gov.au)
% %
% %     (b) Donor of database:
% %  	Sam Waugh (Sam.Waugh@cs.utas.edu.au)
% %  	Department of Computer Science, University of Tasmania
% %  	GPO Box 252C, Hobart, Tasmania 7001, Australia
% %
% %     (c) Date received: December 1995
% %
% %
% %  3. Past Usage:
% %
% %     Sam Waugh (1995) "Extending and benchmarking Cascade-Correlation", PhD
% %     thesis, Computer Science Department, University of Tasmania.
% %
% %     -- Test set performance (final 1044 examples, first 3133 used for training):
% %  	24.86% Cascade-Correlation (no hidden nodes)
% %  	26.25% Cascade-Correlation (5 hidden nodes)
% %  	21.5%  C4.5
% %  	 0.0%  Linear Discriminate Analysis
% %  	 3.57% k=5 Nearest Neighbour
% %        (Problem encoded as a classification task)
% %
% %     -- Data set samples are highly overlapped.  Further information is required
% %  	to separate completely using affine combinations.  Other restrictions
% %  	to data set examined.
% %
% %     David Clark, Zoltan Schreter, Anthony Adams "A Quantitative Comparison of
% %     Dystal and Backpropagation", submitted to the Australian Conference on
% %     Neural Networks (ACNN'96). Data set treated as a 3-category classification
% %     problem (grouping ring classes 1-8, 9 and 10, and 11 on).
% %
% %     -- Test set performance (3133 training, 1044 testing as above):
% %  	64%    Backprop
% %  	55%    Dystal
% %     -- Previous work (Waugh, 1995) on same data set:
% %  	61.40% Cascade-Correlation (no hidden nodes)
% %  	65.61% Cascade-Correlation (5 hidden nodes)
% %  	59.2%  C4.5
% %  	32.57% Linear Discriminate Analysis
% %  	62.46% k=5 Nearest Neighbour
% %
% %
% %  4. Relevant Information Paragraph:
% %
% %     Predicting the age of abalone from physical measurements.  The age of
% %     abalone is determined by cutting the shell through the cone, staining it,
% %     and counting the number of rings through a microscope -- a boring and
% %     time-consuming task.  Other measurements, which are easier to obtain, are
% %     used to predict the age.  Further information, such as weather patterns
% %     and location (hence food availability) may be required to solve the problem.
% %
% %     From the original data examples with missing values were removed (the
% %     majority having the predicted value missing), and the ranges of the
% %     continuous values have been scaled for use with an ANN (by dividing by 200).
% %
% %     Data comes from an original (non-machine-learning) study:
% %
% %  	Warwick J Nash, Tracy L Sellers, Simon R Talbot, Andrew J Cawthorn and
% %  	Wes B Ford (1994) "The Population Biology of Abalone (_Haliotis_
% %  	species) in Tasmania. I. Blacklip Abalone (_H. rubra_) from the North
% %  	Coast and Islands of Bass Strait", Sea Fisheries Division, Technical
% %  	Report No. 48 (ISSN 1034-3288)
% %
% %
% %  5. Number of Instances: 4177
% %
% %
% %  6. Number of Attributes: 8
% %
% %
% %  7. Attribute information:
% %
% %     Given is the attribute name, attribute type, the measurement unit and a
% %     brief description.  The number of rings is the value to predict: either
% %     as a continuous value or as a classification problem.
% %
% %  	Name		Data Type	Meas.	Description
% %  	----		---------	-----	-----------
% %  	Sex		nominal			M, F, and I (infant)
% %  	Length		continuous	mm	Longest shell measurement
% %  	Diameter	continuous	mm	perpendicular to length
% %  	Height		continuous	mm	with meat in shell
% %  	Whole weight	continuous	grams	whole abalone
% %  	Shucked weight	continuous	grams	weight of meat
% %  	Viscera weight	continuous	grams	gut weight (after bleeding)
% %  	Shell weight	continuous	grams	after being dried
% %  	Rings		integer			+1.5 gives the age in years
% %
% %     Statistics for numeric domains:
% %
% %  		Length	Diam	Height	Whole	Shucked	Viscera	Shell	Rings
% %  	Min	0.075	0.055	0.000	0.002	0.001	0.001	0.002	    1
% %  	Max	0.815	0.650	1.130	2.826	1.488	0.760	1.005	   29
% %  	Mean	0.524	0.408	0.140	0.829	0.359	0.181	0.239	9.934
% %  	SD	0.120	0.099	0.042	0.490	0.222	0.110	0.139	3.224
% %  	Correl	0.557	0.575	0.557	0.540	0.421	0.504	0.628	  1.0
% %
% %
% %  8. Missing Attribute Values: None
% %
% %
% %  9. Class Distribution:
% %
% %  	Class	Examples
% %  	-----	--------
% %  	1	1
% %  	2	1
% %  	3	15
% %  	4	57
% %  	5	115
% %  	6	259
% %  	7	391
% %  	8	568
% %  	9	689
% %  	10	634
% %  	11	487
% %  	12	267
% %  	13	203
% %  	14	126
% %  	15	103
% %  	16	67
% %  	17	58
% %  	18	42
% %  	19	32
% %  	20	26
% %  	21	14
% %  	22	6
% %  	23	9
% %  	24	2
% %  	25	1
% %  	26	1
% %  	27	2
% %  	29	1
% %  	-----	----
% %  	Total	4177s
@RELATION abalone

@ATTRIBUTE ID NUMERIC
@ATTRIBUTE V1 {F, I, M}
@ATTRIBUTE V2 NUMERIC
@ATTRIBUTE V3 NUMERIC
@ATTRIBUTE V4 NUMERIC
@ATTRIBUTE V5 NUMERIC
@ATTRIBUTE V6 NUMERIC
@ATTRIBUTE V7 NUMERIC
@ATTRIBUTE V8 NUMERIC
@ATTRIBUTE OD_VALUE REAL
@ATTRIBUTE Class {1, 2, 3}

@DATA
2186.0,F,0.52,0.4,0.125,0.6865,0.295,0.1715,0.185,0.4907878859228301,2
2187.0,M,0.495,0.385,0.135,0.6335,0.2,0.1225,0.26,0.5238263300669878,3
2188.0,M,0.47,0.37,0.135,0.547,0.222,0.1325,0.17,0.5238263300669878,3
2189.0,F,0.49,0.37,0.14,0.585,0.243,0.115,0.195,0.7202358311144922,2
2190.0,M,0.58,0.47,0.165,0.927,0.3215,0.1985,0.315,0.6473484848484848,3
2191.0,M,0.645,0.495,0.185,1.4935,0.5265,0.2785,0.455,0.3989270753184577,3
2192.0,F,0.575,0.485,0.165,1.0405,0.419,0.264,0.3,0.5342105263157895,3
2193.0,I,0.215,0.17,0.055,0.0605,0.0205,0.014,0.02,0.5819868342309994,1
2194.0,I,0.43,0.325,0.11,0.3675,0.1355,0.0935,0.12,0.8831048486651769,3
2195.0,I,0.26,0.215,0.08,0.099,0.037,0.0255,0.045,0.5819868342309994,1
2197.0,I,0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125,0.8165117344767765,2
2198.0,I,0.27,0.19,0.08,0.081,0.0265,0.0195,0.03,0.6319868342309993,1
2199.0,F,0.68,0.55,0.2,1.596,0.525,0.4075,0.585,0.6414519922619794,3
2200.0,F,0.65,0.515,0.195,1.4005,0.5195,0.36,0.44,0.5416666666666666,3
2201.0,F,0.645,0.49,0.215,1.406,0.4265,0.2285,0.51,0.414165170556553,3
2202.0,M,0.57,0.405,0.16,0.9245,0.3445,0.2185,0.295,0.408916573229663,3
2203.0,M,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,0.3830540594454419,3
2204.0,M,0.42,0.345,0.105,0.43,0.175,0.096,0.13,0.5666991772070604,1
2205.0,I,0.275,0.22,0.08,0.1365,0.0565,0.0285,0.042,0.6891296913738565,1
2206.0,F,0.29,0.225,0.075,0.14,0.0515,0.0235,0.04,0.6073329911270807,1
2207.0,M,0.42,0.34,0.115,0.4215,0.175,0.093,0.135,0.5666991772070604,1
2208.0,F,0.625,0.525,0.215,1.5765,0.5115,0.2595,0.665,0.6414519922619794,3
2209.0,F,0.55,0.465,0.18,1.2125,0.3245,0.205,0.525,0.6274985038898864,3
2212.0,F,0.595,0.495,0.235,1.366,0.5065,0.219,0.52,0.414165170556553,3
2214.0,F,0.43,0.325,0.12,0.445,0.165,0.0995,0.155,0.6122280960221856,1
2217.0,F,0.515,0.415,0.13,0.764,0.276,0.196,0.25,0.4582677346591171,3
2219.0,F,0.485,0.375,0.145,0.5885,0.2385,0.1155,0.19,0.6101953601953602,3
2220.0,F,0.535,0.46,0.145,0.7875,0.3395,0.2005,0.2,0.6804099142040039,1
2221.0,M,0.58,0.465,0.175,1.035,0.401,0.1865,0.385,0.48503275046522876,3
2222.0,F,0.625,0.525,0.195,1.352,0.4505,0.2445,0.53,0.5774985038898863,3
2223.0,F,0.555,0.455,0.18,0.958,0.296,0.195,0.39,0.33330121182025385,3
2224.0,F,0.55,0.425,0.145,0.797,0.297,0.15,0.265,0.6089939024390244,2
2226.0,I,0.355,0.28,0.11,0.2235,0.0815,0.0525,0.08,0.6132368342309994,1
2227.0,I,0.275,0.2,0.075,0.086,0.0305,0.019,0.03,0.5065900088341739,1
2230.0,M,0.555,0.43,0.165,0.7575,0.2735,0.1635,0.275,0.4603028064992615,3
2231.0,F,0.505,0.4,0.165,0.729,0.2675,0.155,0.25,0.5511363636363636,2
2232.0,F,0.56,0.445,0.18,0.903,0.3575,0.2045,0.295,0.6022727272727273,2
2233.0,M,0.595,0.475,0.17,1.0965,0.419,0.229,0.35,0.37890037304876484,3
2234.0,F,0.57,0.45,0.165,0.903,0.3305,0.1845,0.295,0.41083183722321964,3
2235.0,M,0.6,0.48,0.175,1.229,0.4125,0.2735,0.415,0.48503275046522876,3
2236.0,F,0.56,0.435,0.185,1.106,0.422,0.2435,0.33,0.49416517055655296,3
2237.0,M,0.585,0.465,0.19,1.171,0.3905,0.2355,0.4,0.5417842181756006,3
2238.0,I,0.46,0.335,0.11,0.444,0.225,0.0745,0.11,0.5127508178599216,1
2239.0,F,0.46,0.36,0.115,0.4755,0.2105,0.105,0.16,0.5831258536519113,1
2242.0,F,0.475,0.38,0.135,0.486,0.1735,0.07,0.185,0.699640683434773,1
2243.0,M,0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165,0.4238479952124476,2
2244.0,I,0.355,0.28,0.1,0.2275,0.0935,0.0455,0.085,0.8888544721155303,3
2245.0,M,0.46,0.375,0.14,0.5105,0.192,0.1045,0.205,0.6785714285714286,2
2248.0,M,0.36,0.27,0.09,0.2225,0.083,0.053,0.075,0.5666991772070604,1
2250.0,M,0.655,0.59,0.2,1.5455,0.654,0.3765,0.415,0.4715663005000558,3
2252.0,F,0.57,0.46,0.17,1.1,0.4125,0.2205,0.38,0.49416517055655296,3
2255.0,M,0.51,0.395,0.145,0.6185,0.216,0.1385,0.24,0.5238263300669878,3
2256.0,M,0.52,0.38,0.135,0.5825,0.2505,0.1565,0.175,0.8713109128345916,1
2258.0,M,0.43,0.335,0.115,0.406,0.166,0.0935,0.135,0.663983237759153,1
2259.0,F,0.59,0.465,0.16,1.1005,0.506,0.2525,0.295,0.5502392344497609,3
2260.0,M,0.55,0.46,0.175,0.869,0.3155,0.1825,0.32,0.6783625730994152,2
2261.0,M,0.585,0.43,0.16,0.955,0.3625,0.176,0.27,0.5333333333333333,3
2262.0,F,0.58,0.455,0.16,0.9215,0.312,0.196,0.3,0.41083183722321964,3
2263.0,F,0.62,0.51,0.15,1.456,0.581,0.2875,0.32,0.4703556467470292,3
2264.0,I,0.59,0.45,0.16,0.893,0.2745,0.2185,0.345,0.8414421428427359,3
2265.0,F,0.72,0.575,0.215,2.226,0.8955,0.405,0.62,0.6093166857080681,3
2266.0,F,0.635,0.51,0.175,1.2125,0.5735,0.261,0.36,0.5,3
2267.0,F,0.61,0.48,0.175,1.0675,0.391,0.216,0.42,0.4052762816676641,3
2269.0,M,0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255,0.4781599493564043,3
2270.0,F,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,0.625,3
2273.0,F,0.67,0.52,0.15,1.406,0.519,0.348,0.37,0.49416517055655296,3
2275.0,M,0.655,0.525,0.185,1.259,0.487,0.2215,0.445,0.4524985038898863,3
2277.0,F,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,0.414165170556553,3
2278.0,M,0.51,0.405,0.13,0.7175,0.3725,0.158,0.17,0.6068840579710145,2
2279.0,M,0.525,0.405,0.135,0.7575,0.3305,0.216,0.195,0.7619047619047619,2
2280.0,M,0.44,0.375,0.13,0.487,0.226,0.0965,0.155,0.40377996800156324,2
2281.0,I,0.485,0.415,0.14,0.5705,0.25,0.134,0.185,0.5819868342309994,1
2282.0,F,0.495,0.385,0.13,0.6905,0.3125,0.179,0.175,0.522332843697296,2
2283.0,I,0.435,0.345,0.12,0.4475,0.221,0.112,0.125,0.5592595615037267,1
2284.0,I,0.405,0.315,0.105,0.347,0.1605,0.0785,0.1,0.8165117344767765,2
2285.0,I,0.42,0.33,0.1,0.352,0.1635,0.089,0.1,0.8165117344767765,2
2286.0,F,0.5,0.395,0.15,0.7145,0.3235,0.173,0.195,0.522332843697296,2
2287.0,F,0.385,0.305,0.105,0.3315,0.1365,0.0745,0.1,0.6073329911270807,1
2288.0,I,0.33,0.265,0.09,0.18,0.068,0.036,0.06,0.5462725485167137,1
2290.0,I,0.325,0.27,0.1,0.185,0.08,0.0435,0.065,0.507662509906675,1
2291.0,M,0.475,0.375,0.12,0.563,0.2525,0.1205,0.185,0.5961538461538461,2
2292.0,F,0.38,0.3,0.09,0.3215,0.1545,0.075,0.095,0.6406903765690377,2
2294.0,M,0.525,0.425,0.12,0.702,0.3335,0.1465,0.22,0.5296296296296297,3
2295.0,F,0.52,0.415,0.145,0.8045,0.3325,0.1725,0.285,0.6089939024390244,2
2296.0,F,0.535,0.45,0.135,0.8075,0.322,0.181,0.25,0.6105263157894737,3
2297.0,M,0.475,0.36,0.12,0.578,0.2825,0.12,0.17,0.6166666666666667,1
2298.0,I,0.415,0.325,0.1,0.385,0.167,0.08,0.125,0.3319868342309994,1
2299.0,I,0.495,0.385,0.125,0.585,0.2755,0.1235,0.165,0.5127508178599216,1
2300.0,F,0.48,0.405,0.13,0.6375,0.277,0.1445,0.21,0.5625,2
2301.0,F,0.52,0.425,0.15,0.813,0.385,0.2015,0.23,0.4907878859228301,2
2302.0,M,0.46,0.375,0.13,0.5735,0.2505,0.119,0.195,0.5961538461538461,2
2303.0,F,0.58,0.455,0.12,0.94,0.399,0.257,0.265,0.6888888888888889,3
2304.0,M,0.59,0.49,0.135,1.008,0.422,0.2245,0.285,0.6473484848484848,3
2305.0,F,0.55,0.415,0.135,0.775,0.302,0.179,0.26,0.49416517055655296,3
2306.0,F,0.65,0.5,0.165,1.1445,0.485,0.218,0.365,0.49416517055655296,3
2308.0,M,0.455,0.355,0.13,0.515,0.2,0.1275,0.175,0.75,3
2311.0,M,0.35,0.265,0.11,0.2965,0.1365,0.063,0.085,0.5666991772070604,1
2314.0,F,0.58,0.475,0.135,0.925,0.391,0.165,0.275,0.581646423751687,3
2315.0,M,0.575,0.435,0.15,0.805,0.293,0.1625,0.27,0.5019694731659281,3
2317.0,M,0.515,0.42,0.14,0.769,0.2505,0.154,0.29,0.4603028064992615,3
2319.0,F,0.505,0.395,0.145,0.6515,0.2695,0.153,0.205,0.4582677346591171,3
2320.0,I,0.4,0.31,0.1,0.2875,0.1145,0.0635,0.095,0.8181218675811132,2
2322.0,M,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22,0.5296296296296297,3
2323.0,I,0.395,0.325,0.105,0.306,0.111,0.0735,0.095,0.5819868342309994,1
2324.0,F,0.665,0.535,0.19,1.496,0.5775,0.2815,0.475,0.49416517055655296,3
2325.0,F,0.415,0.305,0.105,0.3605,0.12,0.082,0.1,0.6118442227228837,2
2326.0,M,0.43,0.345,0.115,0.3045,0.0925,0.055,0.12,0.6451300984528833,3
2327.0,M,0.475,0.395,0.135,0.592,0.2465,0.1645,0.2,0.5238263300669878,3
2328.0,F,0.525,0.425,0.145,0.7995,0.3345,0.209,0.24,0.6105263157894737,3
2329.0,I,0.48,0.39,0.145,0.5825,0.2315,0.121,0.255,0.8414421428427359,3
2330.0,I,0.42,0.345,0.115,0.3435,0.1515,0.0795,0.115,0.8165117344767765,2
2331.0,M,0.59,0.46,0.155,0.906,0.327,0.1485,0.335,0.5019694731659281,3
2332.0,F,0.515,0.42,0.135,0.6295,0.2815,0.127,0.215,0.5625,2
2333.0,M,0.695,0.55,0.22,1.5515,0.566,0.3835,0.445,0.5408318372232197,3
2334.0,F,0.8,0.63,0.195,2.526,0.933,0.59,0.62,0.6274985038898864,3
2335.0,M,0.61,0.49,0.15,1.103,0.425,0.2025,0.36,0.6111111111111112,3
2336.0,F,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,0.5266666666666666,3
2337.0,M,0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,0.6333333333333333,3
2339.0,M,0.64,0.52,0.2,1.407,0.566,0.304,0.455,0.3274985038898863,3
2341.0,I,0.31,0.24,0.09,0.1455,0.0605,0.0315,0.045,0.498653500897666,1
2342.0,I,0.255,0.185,0.07,0.075,0.028,0.018,0.025,0.5065900088341739,1
2343.0,I,0.17,0.125,0.055,0.0235,0.009,0.0055,0.008,0.4951447289678415,1
2344.0,M,0.67,0.55,0.17,1.247,0.472,0.2455,0.4,0.4524985038898863,3
2345.0,F,0.71,0.565,0.195,1.7265,0.638,0.3365,0.565,0.39612595487027846,3
2346.0,F,0.56,0.43,0.125,0.8025,0.313,0.1715,0.263,0.49416517055655296,3
2347.0,M,0.505,0.4,0.13,0.764,0.3035,0.189,0.2175,0.5047846889952153,3
2348.0,M,0.525,0.43,0.165,0.8645,0.376,0.1945,0.2515,0.5495885207849758,3
2349.0,F,0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,0.6228332337118948,2
2350.0,F,0.515,0.435,0.17,0.631,0.2765,0.111,0.216,0.4582677346591171,3
2352.0,M,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,0.49416517055655296,3
2354.0,M,0.635,0.495,0.15,1.081,0.4825,0.242,0.31,0.8071428571428572,3
2355.0,M,0.555,0.44,0.135,0.9025,0.3805,0.2105,0.28,0.7083333333333333,3
2356.0,M,0.575,0.47,0.15,1.1415,0.4515,0.204,0.4,0.613212789604172,3
2358.0,F,0.61,0.485,0.21,1.3445,0.535,0.2205,0.515,0.414165170556553,3
2359.0,F,0.645,0.525,0.2,1.449,0.601,0.2565,0.505,0.414165170556553,3
2360.0,F,0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,0.4582677346591171,3
2361.0,M,0.55,0.45,0.155,0.7895,0.343,0.159,0.25,0.49805068226120863,3
2362.0,F,0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,0.33330121182025385,3
2363.0,M,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,0.6473484848484848,3
2365.0,F,0.63,0.505,0.165,1.065,0.4595,0.216,0.315,0.5303030303030303,3
2366.0,M,0.695,0.57,0.23,1.885,0.8665,0.435,0.5,0.5408318372232197,3
2367.0,M,0.65,0.545,0.16,1.2425,0.487,0.296,0.48,0.6274985038898864,3
2368.0,F,0.72,0.595,0.225,1.969,0.8045,0.423,0.66,0.6093166857080681,3
2370.0,I,0.42,0.325,0.115,0.354,0.1625,0.064,0.105,0.5242945265386917,1
2371.0,M,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,0.6062909300668454,1
2373.0,F,0.5,0.405,0.15,0.5965,0.253,0.126,0.185,0.5941363324175825,3
2376.0,F,0.43,0.34,0.11,0.382,0.154,0.0955,0.109,0.6804099142040039,1
2377.0,I,0.535,0.41,0.155,0.6315,0.2745,0.1415,0.1815,0.8414421428427359,3
2378.0,I,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106,0.8831048486651769,3
2380.0,M,0.175,0.135,0.04,0.0305,0.011,0.0075,0.01,0.6062909300668454,1
2384.0,F,0.44,0.345,0.105,0.4285,0.165,0.083,0.132,0.6026278409090909,3
2385.0,F,0.45,0.345,0.115,0.496,0.1905,0.117,0.14,0.6188616071428572,3
2386.0,F,0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,0.7587719298245614,3
2387.0,I,0.47,0.35,0.135,0.567,0.2315,0.1465,0.1525,0.8673792153461558,3
2388.0,I,0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215,0.719378182792817,2
2389.0,M,0.42,0.34,0.125,0.4495,0.165,0.1125,0.144,0.6715189873417722,3
2391.0,M,0.37,0.29,0.09,0.241,0.11,0.045,0.069,0.5104166666666666,2
2392.0,M,0.33,0.25,0.09,0.197,0.085,0.041,0.0605,0.70625,2
2393.0,I,0.3,0.22,0.09,0.1425,0.057,0.0335,0.043,0.5128378980607866,1
2394.0,I,0.625,0.46,0.16,1.2395,0.55,0.273,0.38,0.8414421428427359,3
2395.0,I,0.61,0.475,0.17,1.0385,0.4435,0.241,0.32,0.8414421428427359,3
2397.0,I,0.635,0.505,0.19,1.3315,0.5805,0.252,0.435,0.8414421428427359,3
2398.0,I,0.5,0.385,0.155,0.762,0.3795,0.161,0.19,0.8414421428427359,3
2399.0,F,0.53,0.43,0.17,0.775,0.35,0.152,0.235,0.6105263157894737,3
2402.0,I,0.44,0.355,0.165,0.435,0.159,0.105,0.14,0.8474082640026555,3
2405.0,I,0.655,0.515,0.145,1.25,0.5265,0.283,0.315,0.8414421428427359,3
2406.0,F,0.58,0.46,0.185,1.017,0.3515,0.2,0.32,0.71875,2
2408.0,I,0.62,0.485,0.17,1.208,0.4805,0.3045,0.33,0.8414421428427359,3
2409.0,F,0.64,0.5,0.15,1.0705,0.371,0.2705,0.36,0.879529777518702,1
2410.0,F,0.505,0.375,0.115,0.5895,0.2635,0.12,0.167,0.649023709902371,2
2414.0,I,0.42,0.305,0.11,0.28,0.094,0.0785,0.0955,0.8165117344767765,2
2415.0,M,0.4,0.315,0.105,0.287,0.1135,0.037,0.113,0.675,2
2417.0,M,0.31,0.235,0.06,0.12,0.0415,0.033,0.04,0.6803977272727273,3
2418.0,F,0.465,0.35,0.13,0.494,0.1945,0.103,0.155,0.6734834558823529,3
2419.0,F,0.465,0.36,0.12,0.4765,0.192,0.1125,0.16,0.6406903765690377,2
2420.0,M,0.35,0.255,0.085,0.2145,0.1,0.0465,0.06,0.6803977272727273,3
2421.0,I,0.52,0.415,0.16,0.595,0.2105,0.142,0.26,0.8414421428427359,3
2422.0,F,0.475,0.365,0.13,0.4805,0.1905,0.114,0.1475,0.6783854166666667,3
2423.0,F,0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,0.6118442227228837,2
2424.0,M,0.26,0.2,0.065,0.096,0.044,0.027,0.03,0.5666991772070604,1
2425.0,I,0.575,0.45,0.17,0.9315,0.358,0.2145,0.26,0.8414421428427359,3
2427.0,M,0.26,0.19,0.075,0.0945,0.0445,0.02,0.03,0.5666991772070604,1
2428.0,F,0.53,0.385,0.125,0.6695,0.289,0.151,0.18,0.522332843697296,2
2429.0,M,0.34,0.255,0.095,0.213,0.081,0.034,0.07,0.6395833333333334,2
2430.0,I,0.52,0.38,0.14,0.525,0.1775,0.115,0.185,0.8414421428427359,3
2431.0,F,0.635,0.5,0.18,1.312,0.529,0.2485,0.485,0.414165170556553,3
2432.0,F,0.61,0.485,0.165,1.087,0.4255,0.232,0.38,0.49416517055655296,3
2433.0,F,0.66,0.515,0.18,1.523,0.54,0.3365,0.555,0.5497207261121085,3
2434.0,I,0.635,0.5,0.18,1.319,0.5485,0.292,0.49,0.8414421428427359,3
2435.0,F,0.465,0.38,0.135,0.579,0.208,0.1095,0.22,0.5941363324175825,3
2437.0,I,0.335,0.24,0.095,0.17,0.062,0.039,0.055,0.8165117344767765,2
2438.0,F,0.515,0.4,0.17,0.796,0.258,0.1755,0.28,0.4582677346591171,3
2440.0,M,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,0.5238263300669878,3
2441.0,M,0.54,0.415,0.17,0.879,0.339,0.208,0.255,0.6283934497579022,2
2442.0,M,0.475,0.355,0.125,0.4625,0.186,0.107,0.145,0.5071813285457809,2
2443.0,F,0.445,0.335,0.14,0.4565,0.1785,0.114,0.14,0.66171875,3
2444.0,M,0.5,0.355,0.14,0.528,0.2125,0.149,0.14,0.6024194237838763,2
2445.0,M,0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18,0.8015873015873016,3
2446.0,F,0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,0.4582677346591171,3
2448.0,F,0.35,0.265,0.09,0.1855,0.0745,0.0415,0.06,0.6073329911270807,1
2449.0,F,0.37,0.285,0.105,0.27,0.1125,0.0585,0.0835,0.6118442227228837,2
2450.0,F,0.42,0.33,0.125,0.463,0.186,0.11,0.145,0.6192618051404661,2
2451.0,M,0.35,0.26,0.09,0.198,0.0725,0.056,0.06,0.6395833333333334,2
2452.0,M,0.395,0.305,0.105,0.282,0.0975,0.065,0.096,0.4231892523364486,2
2453.0,I,0.325,0.2,0.08,0.0995,0.0395,0.0225,0.032,0.6319868342309993,1
2454.0,I,0.275,0.2,0.065,0.092,0.0385,0.0235,0.027,0.5065900088341739,1
2455.0,I,0.235,0.17,0.065,0.0625,0.023,0.014,0.022,0.4951447289678415,1
2456.0,I,0.25,0.18,0.06,0.073,0.028,0.017,0.0225,0.5462725485167137,1
2458.0,I,0.2,0.145,0.05,0.036,0.0125,0.008,0.011,0.4951447289678415,1
2459.0,F,0.585,0.47,0.17,1.099,0.3975,0.2325,0.358,0.40442158081296326,3
2460.0,M,0.445,0.35,0.14,0.5905,0.2025,0.158,0.19,0.5238263300669878,3
2461.0,F,0.5,0.385,0.13,0.768,0.2625,0.095,0.27,0.5417842181756006,3
2463.0,M,0.515,0.405,0.14,0.8505,0.312,0.146,0.315,0.4781599493564043,3
2467.0,M,0.51,0.415,0.14,0.8185,0.3025,0.2155,0.235,0.47166644286289783,3
2469.0,M,0.54,0.415,0.13,0.8245,0.272,0.226,0.24,0.47166644286289783,3
2470.0,M,0.615,0.475,0.17,1.1825,0.474,0.2895,0.24,0.640625,3
2472.0,M,0.645,0.515,0.175,1.6115,0.6745,0.384,0.385,0.4715663005000558,3
2475.0,F,0.59,0.455,0.165,1.161,0.38,0.2455,0.28,0.49416517055655296,3
2478.0,F,0.47,0.355,0.18,0.441,0.1525,0.1165,0.135,0.6122280960221856,1
2479.0,F,0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115,0.4638621402535227,3
2480.0,F,0.52,0.425,0.145,0.7,0.207,0.1905,0.24,0.4638621402535227,3
2481.0,M,0.39,0.285,0.095,0.271,0.11,0.06,0.08,0.5693826061145741,1
2482.0,M,0.52,0.4,0.165,0.8565,0.2745,0.201,0.21,0.5047846889952153,3
2483.0,F,0.54,0.415,0.175,0.8975,0.275,0.241,0.275,0.5874985038898863,3
2484.0,M,0.46,0.36,0.135,0.6105,0.1955,0.107,0.235,0.6439393939393939,3
2485.0,I,0.355,0.26,0.09,0.1925,0.077,0.038,0.065,0.46835047059463575,1
2486.0,F,0.49,0.4,0.145,0.6635,0.21,0.1295,0.2515,0.4582677346591171,3
2488.0,M,0.5,0.385,0.145,0.7615,0.246,0.195,0.204,0.5447530864197531,3
2489.0,M,0.49,0.39,0.135,0.592,0.242,0.096,0.1835,0.5396793042532952,3
2490.0,M,0.44,0.325,0.115,0.39,0.163,0.087,0.113,0.5806499044258198,1
2491.0,F,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,0.6089939024390244,2
2492.0,F,0.475,0.38,0.145,0.57,0.167,0.118,0.187,0.5941363324175825,3
2494.0,M,0.4,0.305,0.13,0.2935,0.096,0.0675,0.105,0.4231892523364486,2
2496.0,F,0.52,0.4,0.13,0.6245,0.215,0.2065,0.17,0.5707472178060413,3
2497.0,M,0.505,0.4,0.155,0.8415,0.2715,0.1775,0.285,0.4603028064992615,3
2498.0,M,0.495,0.4,0.14,0.7775,0.2015,0.18,0.25,0.5019694731659281,3
2500.0,F,0.48,0.39,0.125,0.6905,0.219,0.155,0.2,0.6274985038898864,3
2501.0,F,0.33,0.26,0.08,0.2,0.0625,0.05,0.07,0.7,2
2502.0,I,0.285,0.21,0.07,0.109,0.044,0.0265,0.033,0.4512253111849072,1
2504.0,I,0.31,0.24,0.105,0.2885,0.118,0.065,0.083,0.7670517692959344,1
2506.0,I,0.375,0.3,0.075,0.144,0.059,0.03,0.044,0.748653500897666,1
