@RELATION titanic

@ATTRIBUTE pclass NUMERIC
@ATTRIBUTE sex {female, male}
@ATTRIBUTE age NUMERIC
@ATTRIBUTE sibsp NUMERIC
@ATTRIBUTE parch NUMERIC
@ATTRIBUTE ticket STRING
@ATTRIBUTE fare NUMERIC
@ATTRIBUTE cabin STRING
@ATTRIBUTE embarked {C, Q, S}
@ATTRIBUTE boat STRING
@ATTRIBUTE body NUMERIC
@ATTRIBUTE home.dest STRING
@ATTRIBUTE survived {0, 1}

@DATA
2.0,male,41.0,0.0,0.0,'237734',15.0458,?,C,?,?,'New York NY',0
2.0,male,25.0,0.0,0.0,'F.C.C. 13540',10.5,?,S,?,81.0,'Catford Kent / Detroit',0
2.0,male,18.5,0.0,0.0,'248734',13.0,F,S,?,294.0,?,0
2.0,male,14.0,0.0,0.0,'220845',65.0,?,S,?,?,'Somerset / Bernardsville NJ',0
2.0,female,50.0,0.0,0.0,'F.C.C. 13531',10.5,?,S,9,?,'Indianapolis IN',1
2.0,male,23.0,0.0,0.0,'233639',13.0,?,S,?,?,?,0
2.0,female,28.0,0.0,0.0,'240929',12.65,?,S,?,?,'Columbus OH',1
2.0,female,27.0,0.0,0.0,'34218',10.5,E101,S,16,?,'Bath England / Massachusetts',1
2.0,male,29.0,1.0,0.0,'11668',21.0,?,S,?,?,'Plymouth England',0
2.0,female,27.0,1.0,0.0,'11668',21.0,?,S,?,?,'Plymouth England',0
2.0,male,40.0,0.0,0.0,'28221',13.0,?,S,?,?,'Barre Co Washington',0
2.0,female,31.0,0.0,0.0,'F.C.C. 13528',21.0,?,S,14,?,'Mamaroneck NY',1
2.0,male,30.0,1.0,0.0,'CA 31352',21.0,?,S,?,?,'Bristol England / New Britain',0
2.0,male,23.0,1.0,0.0,'28666',10.5,?,S,?,?,?,0
2.0,female,31.0,0.0,0.0,'CA 31352',21.0,?,S,10,?,'Bristol England / New Britain',1
2.0,male,?,0.0,0.0,'239856',0.0,?,S,?,?,'Belfast',0
2.0,female,12.0,0.0,0.0,'C.A. 33595',15.75,?,S,9,?,'Aberdeen / Portland OR',1
2.0,female,40.0,0.0,0.0,'C.A. 33595',15.75,?,S,9,?,'Aberdeen / Portland OR',1
2.0,female,32.5,0.0,0.0,'27267',13.0,E101,S,12,?,'England / Hartford CT',1
2.0,male,27.0,1.0,0.0,'228414',26.0,?,S,?,293.0,'Bromsgrove England / Montreal',0
2.0,female,29.0,1.0,0.0,'228414',26.0,?,S,10,?,'Bromsgrove England / Montreal',1
2.0,male,2.0,1.0,1.0,'29103',23.0,?,S,14,?,'Cornwall / Akron OH',1
2.0,female,4.0,1.0,1.0,'29103',23.0,?,S,14,?,'Cornwall / Akron OH',1
2.0,female,29.0,0.0,2.0,'29103',23.0,?,S,14,?,'Cornwall / Akron OH',1
2.0,female,0.9167,1.0,2.0,'C.A. 34651',27.75,?,S,10,?,'Bournmouth England',1
2.0,female,5.0,1.0,2.0,'C.A. 34651',27.75,?,S,10,?,'Bournmouth England',1
2.0,male,36.0,1.0,2.0,'C.A. 34651',27.75,?,S,?,?,'Bournmouth England',0
2.0,female,33.0,1.0,2.0,'C.A. 34651',27.75,?,S,10,?,'Bournmouth England',1
2.0,male,66.0,0.0,0.0,'C.A. 24579',10.5,?,S,?,?,'Guernsey England / Edgewood',0
2.0,male,?,0.0,0.0,'SC/PARIS 2159',12.875,?,S,?,?,?,0
2.0,male,31.0,0.0,0.0,'244270',13.0,?,S,9,?,'London England',1
2.0,male,?,0.0,0.0,'244373',13.0,?,S,14,?,'Harrow England',1
2.0,female,26.0,0.0,0.0,'220844',13.5,?,S,9,?,'Yoevil England / Cottage Grove',1
2.0,female,24.0,0.0,0.0,'248747',13.0,?,S,?,?,'Paris',0
3.0,male,42.0,0.0,0.0,'C.A. 5547',7.55,?,S,?,?,?,0
3.0,male,13.0,0.0,2.0,'C.A. 2673',20.25,?,S,?,?,'East Providence RI',0
3.0,male,16.0,1.0,1.0,'C.A. 2673',20.25,?,S,?,190.0,'East Providence RI',0
3.0,female,35.0,1.0,1.0,'C.A. 2673',20.25,?,S,A,?,'East Providence RI',1
3.0,female,16.0,0.0,0.0,'348125',7.65,?,S,16,?,'Norway Los Angeles CA',1
3.0,male,25.0,0.0,0.0,'348122',7.65,'F G63',S,A,?,'Perkins County SD',1
3.0,male,20.0,0.0,0.0,'SOTON/O2 3101284',7.925,?,S,15,?,'Taalintehdas Finland Hoboken',1
3.0,female,18.0,0.0,0.0,'2657',7.2292,?,C,C,?,'Greensburg PA',1
3.0,male,30.0,0.0,0.0,'C 7076',7.25,?,S,?,72.0,'Asarum Sweden Brooklyn',0
3.0,male,26.0,0.0,0.0,'341826',08.05,?,S,?,103.0,'Bournemouth England',0
3.0,female,40.0,1.0,0.0,'7546',9.475,?,S,?,?,'Sweden Akeley MN',0
3.0,male,0.8333,0.0,1.0,'392091',9.35,?,S,11,?,'London England Norfolk',1
3.0,female,18.0,0.0,1.0,'392091',9.35,?,S,13,?,'London England Norfolk',1
3.0,male,26.0,0.0,0.0,'2699',18.7875,?,C,15,?,'Syria Fredericksburg VA',1
3.0,male,26.0,0.0,0.0,'3474',7.8875,?,S,?,?,'England Albion NY',0
3.0,male,20.0,0.0,0.0,'SOTON/O2 3101287',7.925,?,S,?,?,'Salo Finland Astoria',0
3.0,male,24.0,0.0,0.0,'SOTON/O.Q. 3101311',07.05,?,S,?,?,?,0
3.0,male,25.0,0.0,0.0,'SOTON/O.Q. 3101312',07.05,?,S,?,79.0,'Argentina',0
3.0,male,35.0,0.0,0.0,'373450',08.05,?,S,?,?,'Lower Clapton Middlesex or Erdington',0
3.0,male,18.0,0.0,0.0,'2223',8.3,?,S,?,259.0,'Windsor England New York',0
3.0,male,32.0,0.0,0.0,'C 4001',22.525,?,S,?,260.0,'Bergen Norway',0
3.0,female,19.0,1.0,0.0,'350046',7.8542,?,S,16,?,?,1
3.0,male,4.0,4.0,2.0,'347082',31.275,?,S,?,?,'Sweden Winnipeg MN',0
3.0,female,6.0,4.0,2.0,'347082',31.275,?,S,?,?,'Sweden Winnipeg MN',0
3.0,female,2.0,4.0,2.0,'347082',31.275,?,S,?,?,'Sweden Winnipeg MN',0
3.0,female,17.0,4.0,2.0,'3101281',7.925,?,S,D,?,'Ruotsinphyhtaa Finland New York',1
3.0,female,38.0,4.0,2.0,'347091',7.775,?,S,?,?,'Vadsbro Sweden Ministee',0
3.0,female,9.0,4.0,2.0,'347082',31.275,?,S,?,?,'Sweden Winnipeg MN',0
3.0,female,11.0,4.0,2.0,'347082',31.275,?,S,?,?,'Sweden Winnipeg MN',0
3.0,male,39.0,1.0,5.0,'347082',31.275,?,S,?,?,'Sweden Winnipeg MN',0
3.0,male,27.0,0.0,0.0,'350043',7.7958,?,S,A,?,?,1
3.0,male,26.0,0.0,0.0,'347075',7.775,?,S,?,?,'Hartford CT',0
3.0,female,39.0,1.0,5.0,'347082',31.275,?,S,?,?,'Sweden Winnipeg MN',0
3.0,male,20.0,0.0,0.0,'347466',7.8542,?,S,?,?,'Sweden Chicago IL',0
3.0,male,26.0,0.0,0.0,'349202',7.8958,?,S,?,?,'Bulgaria Chicago IL',0
3.0,male,25.0,1.0,0.0,'349237',17.8,?,S,?,?,'Altdorf Switzerland',0
3.0,female,18.0,1.0,0.0,'349237',17.8,?,S,?,?,'Altdorf Switzerland',0
3.0,male,24.0,0.0,0.0,'349911',7.775,?,S,?,?,'Sweden Joliet IL',0
3.0,male,35.0,0.0,0.0,'SOTON/O.Q. 3101310',07.05,?,S,?,?,?,0
3.0,male,5.0,4.0,2.0,'347077',31.3875,?,S,?,?,'Sweden Worcester MA',0
3.0,male,9.0,4.0,2.0,'347077',31.3875,?,S,?,?,'Sweden Worcester MA',0
3.0,male,3.0,4.0,2.0,'347077',31.3875,?,S,15,?,'Sweden Worcester MA',1
3.0,male,13.0,4.0,2.0,'347077',31.3875,?,S,?,?,'Sweden Worcester MA',0
3.0,female,5.0,4.0,2.0,'347077',31.3875,?,S,15,?,'Sweden Worcester MA',1
3.0,male,40.0,1.0,5.0,'347077',31.3875,?,S,?,142.0,'Sweden Worcester MA',0
3.0,male,23.0,0.0,0.0,'350054',7.7958,?,S,13,?,'Oskarshamn Sweden Minneapolis',1
3.0,female,38.0,1.0,5.0,'347077',31.3875,?,S,15,?,'Sweden Worcester MA',1
3.0,female,45.0,0.0,0.0,'2696',7.225,?,C,C,?,'Ottawa ON',1
3.0,male,21.0,0.0,0.0,'2692',7.225,?,C,?,?,'Ottawa ON',0
3.0,male,23.0,0.0,0.0,'SOTON/O.Q. 3101309',07.05,?,S,?,?,?,0
3.0,female,17.0,0.0,0.0,'2627',14.4583,?,C,?,?,?,0
3.0,male,30.0,0.0,0.0,'2694',7.225,?,C,?,?,'Ottawa ON',0
3.0,male,23.0,0.0,0.0,'347468',7.8542,?,S,?,?,'Krakoryd Sweden Bloomington',0
3.0,female,13.0,0.0,0.0,'2687',7.2292,?,C,C,?,'Syria Youngstown OH',1
3.0,male,20.0,0.0,0.0,'2679',7.225,?,C,?,?,?,0
3.0,male,32.0,1.0,0.0,'3101278',15.85,?,S,D,?,'Ruotsinphytaa Finland New York',0
3.0,female,33.0,3.0,0.0,'3101278',15.85,?,S,?,?,'Ruotsinphytaa Finland New York',1
3.0,female,0.75,2.0,1.0,'2666',19.2583,?,C,C,?,'Syria New York NY',1
3.0,female,0.75,2.0,1.0,'2666',19.2583,?,C,C,?,'Syria New York NY',1
3.0,female,5.0,2.0,1.0,'2666',19.2583,?,C,C,?,'Syria New York NY',1
3.0,female,24.0,0.0,3.0,'2666',19.2583,?,C,C,?,'Syria New York NY',1
3.0,female,18.0,0.0,0.0,'A/4 31416',08.05,?,S,C,?,'London Skanteales NY',1
3.0,male,40.0,0.0,0.0,'2623',7.225,?,C,?,?,?,0
3.0,male,26.0,0.0,0.0,'349248',7.8958,?,S,?,?,?,0
3.0,male,20.0,0.0,0.0,'2663',7.2292,?,C,15,?,?,1
3.0,female,18.0,0.0,1.0,'2691',14.4542,?,C,?,?,'Syria Ottawa ON',0
3.0,female,45.0,0.0,1.0,'2691',14.4542,?,C,?,?,'Syria Ottawa ON',0
3.0,female,27.0,0.0,0.0,'330844',7.8792,?,Q,?,?,'New York NY',0
3.0,male,22.0,0.0,0.0,'324669',08.05,?,S,?,?,'England New York NY',0
3.0,male,19.0,0.0,0.0,'323951',08.05,?,S,?,?,'England',0
3.0,male,26.0,0.0,0.0,'347068',7.775,?,S,?,?,'Krakudden Sweden Moune',0
3.0,male,22.0,0.0,0.0,'PP 4348',9.35,?,S,?,?,'Tranvik Finland New York',0
3.0,male,?,0.0,0.0,'2622',7.2292,?,C,?,?,?,0
3.0,male,20.0,0.0,0.0,'2648',4.0125,?,C,?,?,'Syria',0
3.0,male,32.0,0.0,0.0,'1601',56.4958,?,S,C,?,'Hong Kong New York NY',1
3.0,male,21.0,0.0,0.0,'312992',7.775,?,S,?,?,'Brennes Norway New York',0
3.0,male,18.0,0.0,0.0,'347090',7.75,?,S,?,?,'Stockholm Sweden New York',0
3.0,male,26.0,0.0,0.0,'349224',7.8958,?,S,?,?,'Bulgaria Chicago IL',0
3.0,male,6.0,1.0,1.0,'2678',15.2458,?,C,?,?,'Syria Kent ON',0
3.0,female,9.0,1.0,1.0,'2678',15.2458,?,C,?,?,'Syria Kent ON',0
3.0,male,?,0.0,0.0,'2664',7.225,?,C,?,?,'Syria',0
3.0,female,?,0.0,2.0,'2678',15.2458,?,C,?,?,'Syria Kent ON',0
3.0,female,?,0.0,2.0,'364848',7.75,?,Q,?,?,'Ireland Chicago IL',0
3.0,male,40.0,1.0,1.0,'364849',15.5,?,Q,?,?,'Ireland Chicago IL',0
3.0,female,32.0,1.0,1.0,'364849',15.5,?,Q,?,?,'Ireland Chicago IL',0
3.0,male,21.0,0.0,0.0,'54636',16.1,?,S,?,?,'Treherbert Cardiff',0
3.0,female,22.0,0.0,0.0,'334914',7.725,?,Q,13,?,'Kingwilliamstown Co Cork',1
3.0,female,20.0,0.0,0.0,'347471',7.8542,?,S,?,?,'Medeltorp Sweden Chicago',0
3.0,male,29.0,1.0,0.0,'3460',7.0458,?,S,?,?,'Bridgerule Devon',0
3.0,male,22.0,1.0,0.0,'A/5 21171',7.25,?,S,?,?,'Bridgerule Devon',0
3.0,male,22.0,0.0,0.0,'350045',7.7958,?,S,?,?,'Sweden Worcester MA',0
3.0,male,35.0,0.0,0.0,'364512',08.05,?,S,?,?,'Broomfield Chelmsford',0
3.0,female,18.5,0.0,0.0,'329944',7.2833,?,Q,?,299.0,'Co Cork Ireland Roxbury',0
3.0,male,21.0,0.0,0.0,'330920',7.8208,?,Q,13,?,'Kingwilliamstown Co Cork',1
3.0,male,19.0,0.0,0.0,'365222',6.75,?,Q,?,?,'Co Cork Ireland Charlestown',0
3.0,female,18.0,0.0,0.0,'330963',7.8792,?,Q,?,?,'Co Sligo Ireland New York',0
3.0,female,21.0,0.0,0.0,'315087',8.6625,?,S,?,?,?,0
3.0,female,30.0,0.0,0.0,'315084',8.6625,?,S,?,?,?,0
3.0,male,18.0,0.0,0.0,'315091',8.6625,?,S,?,?,?,0
3.0,male,38.0,0.0,0.0,'315089',8.6625,?,S,?,?,'Croatia',0
3.0,male,17.0,0.0,0.0,'315093',8.6625,?,S,?,?,?,0
3.0,male,17.0,0.0,0.0,'315086',8.6625,?,S,?,?,?,0
3.0,female,21.0,0.0,0.0,'364846',7.75,?,Q,?,?,?,0
3.0,male,21.0,0.0,0.0,'364858',7.75,?,Q,?,?,'Ireland Philadelphia PA',0
3.0,male,21.0,0.0,0.0,'A./5. 2152',08.05,?,S,?,?,?,0
3.0,male,?,1.0,0.0,'2689',14.4583,?,C,?,?,'Ottawa ON',0
3.0,female,?,1.0,0.0,'2689',14.4583,?,C,?,?,'Ottawa ON',0
3.0,male,28.0,0.0,0.0,'350042',7.7958,?,S,?,?,'Dagsas Sweden Fower',0
3.0,male,24.0,0.0,0.0,'350409',7.8542,?,S,?,?,'Goteborg Sweden Huntley',0
3.0,female,16.0,0.0,0.0,'367231',7.75,?,Q,16,?,'Co Longford Ireland New York',1
3.0,female,37.0,0.0,0.0,'368364',7.75,?,Q,?,?,'Co Sligo Ireland Hartford',0
3.0,male,28.0,0.0,0.0,'392095',7.25,?,S,?,?,'St Denys Southampton',0
3.0,male,24.0,0.0,0.0,'343275',08.05,?,S,?,?,'London',0
3.0,male,21.0,0.0,0.0,'A/5. 13032',7.7333,?,Q,?,?,'Ireland New York NY',0
3.0,male,32.0,0.0,0.0,'1601',56.4958,?,S,C,?,'Hong Kong New York NY',1
3.0,male,29.0,0.0,0.0,'343276',08.05,?,S,?,?,?,0
3.0,male,26.0,1.0,0.0,'2680',14.4542,?,C,?,?,'Greece',0
3.0,male,18.0,1.0,0.0,'2680',14.4542,?,C,?,?,'Greece',0
3.0,male,20.0,0.0,0.0,'SOTON/O.Q. 3101307',07.05,?,S,?,?,'Portugal',0
3.0,male,18.0,0.0,0.0,'A/5 3540',08.05,?,S,12,?,'London Brooklyn NY',1
3.0,male,24.0,0.0,0.0,'371109',7.25,?,Q,?,?,'Co Limerick Ireland Sherbrooke',0
3.0,male,36.0,0.0,0.0,'349210',7.4958,?,S,?,?,'Bulgaria Chicago IL',0
3.0,male,24.0,0.0,0.0,'349209',7.4958,?,S,?,?,?,0
3.0,male,31.0,0.0,0.0,'21332',7.7333,?,Q,?,?,'Philadelphia PA',0
3.0,male,31.0,0.0,0.0,'335097',7.75,?,Q,?,?,'Ireland Brooklyn NY',0
3.0,female,22.0,0.0,0.0,'370373',7.75,?,Q,13,?,'Ireland',1
3.0,female,30.0,0.0,0.0,'330972',7.6292,?,Q,?,?,'Ireland',0
3.0,male,70.5,0.0,0.0,'370369',7.75,?,Q,?,171.0,?,0
3.0,male,43.0,0.0,0.0,'A/5 3536',08.05,?,S,?,?,?,0
3.0,male,35.0,0.0,0.0,'349230',7.8958,?,S,?,?,'Austria',0
3.0,male,27.0,0.0,0.0,'349229',7.8958,?,S,?,?,'Austria',0
3.0,male,19.0,0.0,0.0,'349231',7.8958,?,S,?,?,'Austria',0
3.0,male,30.0,0.0,0.0,'SOTON/OQ 392090',08.05,?,S,?,?,'London',0
3.0,male,9.0,1.0,1.0,'C.A. 37671',15.9,?,S,2,?,'England Brooklyn NY',1
3.0,male,3.0,1.0,1.0,'C.A. 37671',15.9,?,S,2,?,'England Brooklyn NY',1
3.0,female,36.0,0.0,2.0,'C.A. 37671',15.9,?,S,2,?,'England Brooklyn NY',1
3.0,male,59.0,0.0,0.0,'364500',7.25,?,S,?,?,'Merrill WI',0
3.0,male,19.0,0.0,0.0,'S.P. 3464',8.1583,?,S,?,?,'Bristol England Cleveland',0
3.0,female,17.0,0.0,1.0,'371362',16.1,?,S,12,?,'Bournemouth England Newark',1
3.0,male,44.0,0.0,1.0,'371362',16.1,?,S,?,?,'Bournemouth England Newark',0
3.0,male,17.0,0.0,0.0,'315090',8.6625,?,S,?,?,'Austria-Hungary',0
3.0,male,22.5,0.0,0.0,'2698',7.225,?,C,?,9.0,?,0
3.0,male,45.0,0.0,0.0,'7598',08.05,?,S,15,?,'Australia Fingal ND',1
3.0,female,22.0,0.0,0.0,'7552',10.5167,?,S,?,?,'Norrlot Sweden Chicago',0
3.0,male,19.0,0.0,0.0,'349228',10.1708,?,S,?,?,'Austria',0
3.0,female,30.0,0.0,0.0,'382650',6.95,?,Q,15,?,'Co Athlone Ireland New York',1
3.0,male,29.0,0.0,0.0,'382651',7.75,?,Q,'13 15 B',?,'Co Athlone Ireland New York',1
3.0,male,0.3333,0.0,2.0,'347080',14.4,?,S,?,?,'Stanton IA',0
3.0,male,34.0,1.0,1.0,'347080',14.4,?,S,?,197.0,'Stanton IA',0
3.0,female,28.0,1.0,1.0,'347080',14.4,?,S,?,?,'Stanton IA',0
3.0,male,27.0,0.0,0.0,'349219',7.8958,?,S,?,?,'Bulgaria Chicago IL',0
3.0,male,25.0,0.0,0.0,'349203',7.8958,?,S,?,?,'Bulgaria Chicago IL',0
3.0,male,24.0,2.0,0.0,'A/4 48871',24.15,?,S,?,?,'West Bromwich England Pontiac',0
3.0,male,22.0,0.0,0.0,'SC/A4 23568',08.05,?,S,?,?,?,0
3.0,male,21.0,2.0,0.0,'A/4 48871',24.15,?,S,?,?,'West Bromwich England Pontiac',0
3.0,male,17.0,2.0,0.0,'A/4 48873',08.05,?,S,?,?,'West Bromwich England Pontiac',0
3.0,male,?,1.0,0.0,'386525',16.1,?,S,?,?,'Liverpool England Bedford',0
3.0,female,?,1.0,0.0,'386525',16.1,?,S,16,?,'Liverpool England Bedford',1
3.0,male,36.5,1.0,0.0,'345572',17.4,?,S,15,?,'Tampico MT',1
3.0,female,36.0,1.0,0.0,'345572',17.4,?,S,13,?,'Tampico MT',1
3.0,male,30.0,0.0,0.0,'345774',9.5,?,S,11,?,'Belgium Detroit MI',1
3.0,male,16.0,0.0,0.0,'345778',9.5,?,S,?,?,?,0
3.0,male,1.0,1.0,2.0,'C.A. 2315',20.575,?,S,10,?,'Devon England Wichita',1
3.0,female,0.1667,1.0,2.0,'C.A. 2315',20.575,?,S,10,?,'Devon England Wichita',1
3.0,male,26.0,1.0,2.0,'C.A. 2315',20.575,?,S,?,?,'Devon England Wichita',0
3.0,female,33.0,1.0,2.0,'C.A. 2315',20.575,?,S,10,?,'Devon England Wichita',1
3.0,male,25.0,0.0,0.0,'349250',7.8958,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'349238',7.8958,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'349225',7.8958,?,S,?,?,'Bulgaria Coon Rapids IA',0
3.0,male,22.0,0.0,0.0,'A/5 21172',7.25,?,S,?,?,?,0
3.0,male,36.0,0.0,0.0,'A/5 21175',7.25,?,S,?,?,?,0
3.0,female,19.0,0.0,0.0,'330958',7.8792,?,Q,C,?,'Kilmacowen Co Sligo',1
3.0,male,17.0,0.0,0.0,'349232',7.8958,?,S,?,?,?,0
3.0,male,42.0,0.0,0.0,'315088',8.6625,?,S,?,?,?,0
3.0,male,43.0,0.0,0.0,'349226',7.8958,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'2686',7.2292,?,C,?,?,?,0
3.0,male,32.0,0.0,0.0,'370376',7.75,?,Q,?,?,'Ireland New York NY',0
3.0,male,19.0,0.0,0.0,'A/5. 10482',08.05,?,S,B,?,'England Oglesby IL',1
3.0,female,30.0,0.0,0.0,'364516',12.475,?,S,13,?,'Union Hill NJ',1
3.0,female,24.0,0.0,0.0,'368702',7.75,?,Q,?,?,'Ireland New York NY',0
3.0,female,23.0,0.0,0.0,'SOTON/OQ 392083',08.05,?,S,?,?,'London New York NY',1
3.0,male,33.0,0.0,0.0,'349241',7.8958,?,C,?,51.0,'Austria Niagara Falls NY',0
3.0,male,65.0,0.0,0.0,'336439',7.75,?,Q,?,?,?,0
3.0,male,24.0,0.0,0.0,'S.O./P.P. 752',7.55,?,S,D,?,'England Albion NY',1
3.0,male,23.0,1.0,0.0,'347072',13.9,?,S,?,?,'West Haven CT',0
3.0,female,22.0,1.0,0.0,'347072',13.9,?,S,16,?,'West Haven CT',1
3.0,male,18.0,0.0,0.0,'349912',7.775,?,S,?,?,'Tofta Sweden Joliet',0
3.0,male,16.0,0.0,0.0,'347074',7.775,?,S,?,?,'Karberg Sweden Jerome Junction',0
3.0,male,45.0,0.0,0.0,'347061',6.975,?,S,?,?,'Effington Rut SD',0
3.0,male,?,0.0,0.0,'2674',7.225,?,C,?,?,?,0
3.0,male,39.0,0.0,2.0,'2675',7.2292,?,C,?,?,'Syria Ottawa ON',0
3.0,male,17.0,1.0,1.0,'2690',7.2292,?,C,?,?,?,0
3.0,male,15.0,1.0,1.0,'2695',7.2292,?,C,?,?,'Syria',0
3.0,male,47.0,0.0,0.0,'A/5 3902',7.25,?,S,?,?,'Illinois USA',0
3.0,female,5.0,0.0,0.0,'364516',12.475,?,S,13,?,'New York NY',1
3.0,male,?,0.0,0.0,'2631',7.225,?,C,?,?,?,0
3.0,male,40.5,0.0,0.0,'C.A. 6212',15.1,?,S,?,187.0,?,0
3.0,male,40.5,0.0,0.0,'367232',7.75,?,Q,?,68.0,'Aughnacliff Co Longford',0
3.0,male,?,0.0,0.0,'SOTON/O.Q. 3101308',07.05,?,S,15,?,'Italy Philadelphia PA',1
3.0,male,18.0,0.0,0.0,'350036',7.7958,?,S,?,?,?,0
3.0,female,?,0.0,0.0,'364859',7.75,?,Q,?,?,?,0
3.0,male,?,0.0,0.0,'364851',7.75,?,Q,?,?,?,0
3.0,male,?,0.0,0.0,'368323',6.95,?,Q,?,?,?,0
3.0,male,26.0,0.0,0.0,'330910',7.8792,?,Q,?,?,'Ireland Chicago IL',0
3.0,male,?,0.0,0.0,'365235',7.75,?,Q,?,?,'Ireland',0
3.0,male,?,0.0,0.0,'1601',56.4958,?,S,13,?,'Hong Kong New York NY',1
3.0,female,21.0,2.0,2.0,'W./C. 6608',34.375,?,S,?,?,'Rotherfield Sussex',0
3.0,female,9.0,2.0,2.0,'W./C. 6608',34.375,?,S,?,?,'Rotherfield Sussex',0
3.0,male,?,0.0,0.0,'A/5 1478',08.05,?,S,?,?,'Bridgwater Somerset',0
3.0,male,18.0,2.0,2.0,'W./C. 6608',34.375,?,S,?,?,'Rotherfield Sussex',0
3.0,male,16.0,1.0,3.0,'W./C. 6608',34.375,?,S,?,?,'Rotherfield Sussex',0
3.0,female,48.0,1.0,3.0,'W./C. 6608',34.375,?,S,?,?,'Rotherfield Sussex',0
3.0,male,?,0.0,0.0,'368573',7.75,?,Q,?,?,'Ireland New York NY',0
3.0,male,?,0.0,0.0,'SOTON/O.Q. 3101314',7.25,?,S,?,?,?,0
3.0,male,25.0,0.0,0.0,'36864',7.7417,?,Q,?,?,'New York NY',0
3.0,male,?,0.0,0.0,'358585',14.5,?,S,?,?,?,0
3.0,male,?,0.0,0.0,'349254',7.8958,?,C,?,?,?,0
3.0,male,22.0,0.0,0.0,'14973',08.05,?,S,?,47.0,?,0
3.0,female,16.0,0.0,0.0,'35851',7.7333,?,Q,16,?,'Co Longford Ireland New York',1
3.0,female,?,0.0,0.0,'335677',7.75,?,Q,13,?,'Co Clare Ireland Washington',1
3.0,male,9.0,0.0,2.0,'363291',20.525,?,S,'C D',?,'Strood Kent',1
3.0,male,33.0,1.0,1.0,'363291',20.525,?,S,?,?,'Strood Kent',0
3.0,male,41.0,0.0,0.0,'SOTON/O.Q. 3101263',7.85,?,S,?,?,'Philadelphia PA',0
3.0,female,31.0,1.0,1.0,'363291',20.525,?,S,'C D',?,'Strood Kent',1
3.0,male,38.0,0.0,0.0,'SOTON/O.Q. 3101306',07.05,?,S,?,?,'Portugal',0
3.0,male,9.0,5.0,2.0,'CA 2144',46.9,?,S,?,?,'Wiltshire England Niagara Falls',0
3.0,male,1.0,5.0,2.0,'CA 2144',46.9,?,S,?,?,'Wiltshire England Niagara Falls',0
3.0,male,11.0,5.0,2.0,'CA 2144',46.9,?,S,?,?,'Wiltshire England Niagara Falls',0
3.0,female,10.0,5.0,2.0,'CA 2144',46.9,?,S,?,?,'Wiltshire England Niagara Falls',0
3.0,female,16.0,5.0,2.0,'CA 2144',46.9,?,S,?,?,'Wiltshire England Niagara Falls',0
3.0,male,14.0,5.0,2.0,'CA 2144',46.9,?,S,?,?,'Wiltshire England Niagara Falls',0
3.0,male,40.0,1.0,6.0,'CA 2144',46.9,?,S,?,?,'Wiltshire England Niagara Falls',0
3.0,female,43.0,1.0,6.0,'CA 2144',46.9,?,S,?,?,'Wiltshire England Niagara Falls',0
3.0,male,51.0,0.0,0.0,'21440',08.05,?,S,?,?,'Dorking Surrey',0
3.0,male,32.0,0.0,0.0,'8471',8.3625,?,S,?,?,'Foresvik Norway Portland',0
3.0,male,?,0.0,0.0,'376563',08.05,?,S,?,?,?,0
3.0,male,20.0,0.0,0.0,'7534',9.8458,?,S,?,?,'Waukegan Chicago',0
3.0,male,37.0,2.0,0.0,'3101276',7.925,?,S,?,98.0,'Ruotsinphytaa Finland New York',0
3.0,male,28.0,2.0,0.0,'3101277',7.925,?,S,?,?,'Ruotsinphytaa Finland New York',0
3.0,male,19.0,0.0,0.0,'347069',7.775,?,S,?,?,'Myren Sweden New York',0
3.0,female,24.0,0.0,0.0,'349236',8.85,?,S,?,?,?,0
3.0,female,17.0,0.0,0.0,'AQ/3. 30631',7.7333,?,Q,?,?,?,0
3.0,male,?,1.0,0.0,'65303',19.9667,?,S,?,?,?,0
3.0,male,?,1.0,0.0,'65304',19.9667,?,S,?,?,?,0
3.0,male,28.0,1.0,0.0,'STON/O2. 3101279',15.85,?,S,?,?,?,0
3.0,female,24.0,1.0,0.0,'STON/O2. 3101279',15.85,?,S,15,?,?,1
3.0,male,20.0,0.0,0.0,'345769',9.5,?,S,?,?,?,0
3.0,male,23.5,0.0,0.0,'2693',7.2292,?,C,?,188.0,?,0
3.0,male,41.0,2.0,0.0,'350026',14.1083,?,S,?,?,?,0
3.0,male,26.0,1.0,0.0,'350025',7.8542,?,S,?,?,?,0
3.0,male,21.0,0.0,0.0,'350029',7.8542,?,S,?,69.0,?,0
3.0,female,45.0,1.0,0.0,'350026',14.1083,?,S,11,?,?,1
3.0,female,?,0.0,0.0,'W./C. 6609',7.55,?,S,?,?,?,0
3.0,male,25.0,0.0,0.0,'374887',7.25,?,S,B,?,?,0
3.0,male,?,0.0,0.0,'394140',6.8583,?,Q,?,?,?,0
3.0,male,11.0,0.0,0.0,'2699',18.7875,?,C,?,?,?,0
3.0,female,?,0.0,0.0,'370375',7.75,?,Q,16,?,?,1
3.0,male,27.0,0.0,0.0,'347089',6.975,?,S,15,?,?,1
